TRIP_ID,SPACE_AND_TIME
1378246781620000167,"[[-8.661825, 41.147613, 1378246781], [-8.661969, 41.14764, 1378246796], [-8.662023, 41.147658, 1378246811], [-8.661708, 41.147568, 1378246826], [-8.659233, 41.146875, 1378246841], [-8.656875, 41.147181, 1378246856], [-8.65485, 41.148216, 1378246871], [-8.652924, 41.148306, 1378246886], [-8.650953, 41.148045, 1378246901], [-8.649342, 41.14791, 1378246916], [-8.647749, 41.148369, 1378246931], [-8.64603, 41.148432, 1378246946], [-8.644212, 41.148225, 1378246961], [-8.642565, 41.148054, 1378246976], [-8.640693, 41.148405, 1378246991], [-8.639325, 41.148459, 1378247006], [-8.638182, 41.148387, 1378247021], [-8.636499, 41.148243, 1378247036], [-8.63478, 41.147811, 1378247051], [-8.632944, 41.147001, 1378247066], [-8.63136, 41.146254, 1378247081], [-8.629479, 41.146542, 1378247096], [-8.627679, 41.145327, 1378247111], [-8.624277, 41.145606, 1378247126], [-8.620758, 41.146002, 1378247141], [-8.619183, 41.146227, 1378247156], [-8.617878, 41.14638, 1378247171], [-8.617905, 41.14638, 1378247186], [-8.617509, 41.14575, 1378247201], [-8.616573, 41.144985, 1378247216], [-8.615988, 41.145264, 1378247231], [-8.615331, 41.145552, 1378247246], [-8.613963, 41.146029, 1378247261], [-8.612559, 41.146065, 1378247276], [-8.611983, 41.146056, 1378247291], [-8.611164, 41.146164, 1378247306], [-8.609769, 41.146614, 1378247321], [-8.608761, 41.146938, 1378247336], [-8.608473, 41.148009, 1378247351], [-8.607798, 41.149233, 1378247366], [-8.607447, 41.149818, 1378247381], [-8.607393, 41.149917, 1378247396], [-8.607024, 41.150655, 1378247411], [-8.606241, 41.152203, 1378247426], [-8.605629, 41.153301, 1378247441], [-8.604792, 41.153436, 1378247456]]"
1378248961620000344,"[[-8.610048, 41.140854, 1378248961], [-8.609904, 41.140845, 1378248976], [-8.609544, 41.140305, 1378248991], [-8.60922, 41.139261, 1378249006], [-8.609832, 41.138901, 1378249021], [-8.611173, 41.138262, 1378249036], [-8.612586, 41.137884, 1378249051], [-8.61408, 41.137551, 1378249066], [-8.615232, 41.13729, 1378249081], [-8.616357, 41.13711, 1378249096], [-8.617716, 41.136948, 1378249111], [-8.618265, 41.1363, 1378249126], [-8.618292, 41.134941, 1378249141], [-8.618022, 41.133375, 1378249156], [-8.617914, 41.132043, 1378249171], [-8.617698, 41.131269, 1378249186], [-8.615124, 41.132394, 1378249201], [-8.612406, 41.132898, 1378249216], [-8.613585, 41.133069, 1378249231], [-8.612487, 41.133357, 1378249246]]"
1378249194620000112,"[[-8.591337, 41.162769, 1378249194], [-8.591031, 41.162562, 1378249209], [-8.59167, 41.161707, 1378249224], [-8.592867, 41.160753, 1378249239], [-8.595243, 41.16078, 1378249254], [-8.59779, 41.161131, 1378249269], [-8.599977, 41.161365, 1378249284], [-8.600274, 41.161437, 1378249299], [-8.602245, 41.161554, 1378249314], [-8.603523, 41.161707, 1378249329], [-8.60454, 41.161887, 1378249344], [-8.60661, 41.162058, 1378249359], [-8.608716, 41.162409, 1378249374], [-8.610534, 41.162517, 1378249389], [-8.610858, 41.162643, 1378249404], [-8.610822, 41.162832, 1378249419], [-8.610804, 41.162895, 1378249434]]"
1378248868620000395,"[[-8.680806, 41.157441, 1378248868], [-8.680635, 41.157216, 1378248883], [-8.680095, 41.156613, 1378248898], [-8.679573, 41.156784, 1378248913], [-8.679474, 41.15682, 1378248928], [-8.678655, 41.157288, 1378248943], [-8.677881, 41.156928, 1378248958], [-8.676756, 41.155542, 1378248973], [-8.675847, 41.154714, 1378248988], [-8.674893, 41.154723, 1378249003], [-8.674542, 41.1543, 1378249018], [-8.674551, 41.154291, 1378249033], [-8.674569, 41.154273, 1378249048], [-8.674497, 41.154201, 1378249063], [-8.673417, 41.15475, 1378249078], [-8.672049, 41.155245, 1378249093], [-8.670168, 41.156073, 1378249108], [-8.667873, 41.156964, 1378249123], [-8.666613, 41.15718, 1378249138], [-8.665893, 41.15673, 1378249153], [-8.665668, 41.155884, 1378249168], [-8.666244, 41.155128, 1378249183], [-8.666937, 41.155236, 1378249198], [-8.667009, 41.155371, 1378249213], [-8.667054, 41.155362, 1378249228], [-8.667036, 41.1552, 1378249243], [-8.666784, 41.155047, 1378249258], [-8.666289, 41.154849, 1378249273], [-8.666946, 41.153868, 1378249288], [-8.667441, 41.153058, 1378249303], [-8.668404, 41.15286, 1378249318], [-8.669043, 41.152275, 1378249333], [-8.668935, 41.152113, 1378249348], [-8.667612, 41.151492, 1378249363], [-8.665272, 41.150763, 1378249378], [-8.662986, 41.150457, 1378249393], [-8.660808, 41.150475, 1378249408], [-8.658387, 41.150817, 1378249423], [-8.656362, 41.150556, 1378249438], [-8.654562, 41.149341, 1378249453], [-8.653995, 41.148756, 1378249468], [-8.653986, 41.148774, 1378249483], [-8.65395, 41.148801, 1378249498], [-8.653959, 41.148801, 1378249513], [-8.653986, 41.148774, 1378249528], [-8.653734, 41.148378, 1378249543], [-8.651583, 41.148117, 1378249558], [-8.649063, 41.147991, 1378249573], [-8.646534, 41.148459, 1378249588], [-8.643816, 41.148135, 1378249603], [-8.642673, 41.148009, 1378249618], [-8.641287, 41.148252, 1378249633], [-8.638938, 41.148414, 1378249648], [-8.638227, 41.148369, 1378249663], [-8.63631, 41.148189, 1378249678], [-8.634096, 41.147568, 1378249693], [-8.63226, 41.146587, 1378249708], [-8.631792, 41.146308, 1378249723], [-8.631423, 41.146056, 1378249738], [-8.62983, 41.14503, 1378249753], [-8.627571, 41.144652, 1378249768], [-8.625213, 41.14476, 1378249783], [-8.623107, 41.144121, 1378249798], [-8.621082, 41.14332, 1378249813], [-8.619453, 41.141943, 1378249828], [-8.617914, 41.141115, 1378249843], [-8.617176, 41.140782, 1378249858], [-8.616177, 41.140512, 1378249873], [-8.615115, 41.140818, 1378249888], [-8.614512, 41.14134, 1378249903], [-8.614377, 41.141952, 1378249918], [-8.614197, 41.14233, 1378249933], [-8.61399, 41.142231, 1378249948], [-8.6139, 41.14224, 1378249963], [-8.613846, 41.142222, 1378249978], [-8.613891, 41.142168, 1378249993], [-8.613918, 41.14215, 1378250008], [-8.613909, 41.142132, 1378250023], [-8.61363, 41.141781, 1378250038]]"
1378246271620000596,"[[-8.609976, 41.15304, 1378246271], [-8.609778, 41.153058, 1378246286], [-8.609895, 41.152977, 1378246301], [-8.609913, 41.152941, 1378246316], [-8.609868, 41.152698, 1378246331], [-8.610003, 41.151942, 1378246346], [-8.610057, 41.151933, 1378246361], [-8.61021, 41.151816, 1378246376], [-8.611047, 41.150691, 1378246391], [-8.611308, 41.149449, 1378246406], [-8.610642, 41.149161, 1378246421], [-8.610669, 41.149179, 1378246436], [-8.610633, 41.149179, 1378246451], [-8.610264, 41.149935, 1378246466], [-8.609499, 41.151393, 1378246481], [-8.609958, 41.152437, 1378246496], [-8.609931, 41.153274, 1378246511], [-8.609319, 41.154336, 1378246526], [-8.60913, 41.155497, 1378246541], [-8.609112, 41.157279, 1378246556], [-8.608221, 41.159025, 1378246571], [-8.608167, 41.160141, 1378246586], [-8.609463, 41.160366, 1378246601], [-8.609778, 41.160438, 1378246616], [-8.611128, 41.160636, 1378246631], [-8.611299, 41.160645, 1378246646], [-8.611299, 41.160717, 1378246661], [-8.611353, 41.160717, 1378246676]]"
1378247744620000626,"[[-8.6634, 41.163534, 1378247744], [-8.663427, 41.163543, 1378247759], [-8.663427, 41.163552, 1378247774], [-8.662131, 41.163327, 1378247789], [-8.659557, 41.16294, 1378247804], [-8.657415, 41.162571, 1378247819], [-8.657352, 41.162544, 1378247834], [-8.655543, 41.162256, 1378247849], [-8.652726, 41.16177, 1378247864], [-8.650368, 41.161374, 1378247879], [-8.650251, 41.161392, 1378247894], [-8.648586, 41.161059, 1378247909], [-8.647479, 41.160222, 1378247924], [-8.648019, 41.159583, 1378247939], [-8.649261, 41.161608, 1378247954], [-8.647272, 41.164515, 1378247969], [-8.64297, 41.166504, 1378247984], [-8.63928, 41.169168, 1378247999], [-8.63541, 41.171238, 1378248014], [-8.630307, 41.172255, 1378248029], [-8.625474, 41.172948, 1378248044], [-8.622423, 41.172192, 1378248059], [-8.622387, 41.174505, 1378248074], [-8.62236, 41.177331, 1378248089], [-8.622234, 41.180841, 1378248104], [-8.623341, 41.184342, 1378248119], [-8.625564, 41.187627, 1378248134], [-8.627616, 41.190822, 1378248149], [-8.62839, 41.194296, 1378248164], [-8.627535, 41.197698, 1378248179], [-8.627373, 41.201325, 1378248194], [-8.627283, 41.205132, 1378248209], [-8.627184, 41.208696, 1378248224], [-8.627067, 41.212539, 1378248239], [-8.626977, 41.216517, 1378248254], [-8.626878, 41.219667, 1378248269], [-8.626572, 41.222583, 1378248284], [-8.626104, 41.225382, 1378248299], [-8.62479, 41.226669, 1378248314], [-8.622747, 41.225796, 1378248329], [-8.620344, 41.225616, 1378248344], [-8.618679, 41.226516, 1378248359], [-8.617167, 41.22612, 1378248374], [-8.615853, 41.225328, 1378248389], [-8.614017, 41.225724, 1378248404], [-8.611137, 41.225805, 1378248419], [-8.609211, 41.225292, 1378248434], [-8.608698, 41.22513, 1378248449], [-8.607078, 41.224671, 1378248464], [-8.604909, 41.224068, 1378248479], [-8.604936, 41.223771, 1378248494], [-8.606439, 41.22405, 1378248509], [-8.606322, 41.223006, 1378248524], [-8.606421, 41.22216, 1378248539], [-8.60634, 41.222061, 1378248554], [-8.606322, 41.222061, 1378248569], [-8.606322, 41.22207, 1378248584], [-8.606322, 41.222061, 1378248599], [-8.606322, 41.222061, 1378248614]]"
1378247295620000101,"[[-8.615538, 41.140854, 1378247295], [-8.61552, 41.140836, 1378247310], [-8.615295, 41.140872, 1378247325], [-8.616762, 41.14062, 1378247340], [-8.618697, 41.141511, 1378247355], [-8.620614, 41.142816, 1378247370], [-8.62236, 41.143977, 1378247385], [-8.624664, 41.144652, 1378247400], [-8.626833, 41.14476, 1378247415], [-8.62911, 41.144832, 1378247430], [-8.630793, 41.145633, 1378247445], [-8.632359, 41.14674, 1378247460], [-8.63217, 41.147739, 1378247475], [-8.630586, 41.149584, 1378247490], [-8.6292, 41.151114, 1378247505], [-8.629137, 41.151204, 1378247520], [-8.629173, 41.151186, 1378247535], [-8.6292, 41.15115, 1378247550], [-8.628831, 41.152104, 1378247565], [-8.628732, 41.152401, 1378247580], [-8.628849, 41.152536, 1378247595], [-8.631567, 41.152662, 1378247610], [-8.633547, 41.152608, 1378247625], [-8.636553, 41.152608, 1378247640], [-8.639325, 41.153337, 1378247655], [-8.642331, 41.154084, 1378247670], [-8.645121, 41.154507, 1378247685], [-8.648172, 41.154246, 1378247700], [-8.649189, 41.154336, 1378247715], [-8.649702, 41.154309, 1378247730], [-8.649783, 41.154246, 1378247745], [-8.649792, 41.154255, 1378247760]]"
1378248858620000529,"[[-8.646615, 41.15061, 1378248858], [-8.646534, 41.149719, 1378248873], [-8.645931, 41.148504, 1378248888], [-8.645706, 41.148351, 1378248903], [-8.643681, 41.148108, 1378248918], [-8.641485, 41.148207, 1378248933], [-8.639289, 41.148441, 1378248948], [-8.637165, 41.148297, 1378248963], [-8.635248, 41.147937, 1378248978], [-8.633439, 41.147289, 1378248993], [-8.632899, 41.147028, 1378249008], [-8.63199, 41.147865, 1378249023], [-8.630739, 41.149485, 1378249038], [-8.629362, 41.151051, 1378249053], [-8.629101, 41.151222, 1378249068], [-8.628057, 41.151771, 1378249083], [-8.626743, 41.152149, 1378249098], [-8.626545, 41.152203, 1378249113], [-8.626491, 41.152221, 1378249128], [-8.62542, 41.152545, 1378249143], [-8.623908, 41.152914, 1378249158], [-8.62164, 41.152887, 1378249173], [-8.620965, 41.152698, 1378249188], [-8.621127, 41.153706, 1378249203], [-8.620776, 41.155461, 1378249218], [-8.619561, 41.15538, 1378249233], [-8.619255, 41.155308, 1378249248], [-8.61795, 41.155137, 1378249263], [-8.615718, 41.154786, 1378249278], [-8.614449, 41.154552, 1378249293], [-8.614449, 41.154525, 1378249308], [-8.614449, 41.154516, 1378249323]]"
1378247088620000233,"[[-8.606934, 41.152248, 1378247088], [-8.607105, 41.15205, 1378247103], [-8.607339, 41.151294, 1378247118], [-8.607006, 41.150619, 1378247133], [-8.607285, 41.149953, 1378247148], [-8.608104, 41.148441, 1378247163], [-8.60886, 41.147586, 1378247178], [-8.610552, 41.147496, 1378247193], [-8.611704, 41.147928, 1378247208], [-8.619516, 41.147991, 1378247223], [-8.620425, 41.147712, 1378247238], [-8.620839, 41.148675, 1378247253], [-8.621037, 41.149521, 1378247268], [-8.621064, 41.150709, 1378247283], [-8.620713, 41.151987, 1378247298], [-8.619786, 41.15232, 1378247313], [-8.618895, 41.152113, 1378247328], [-8.618391, 41.152212, 1378247343], [-8.617959, 41.152095, 1378247358], [-8.617689, 41.151573, 1378247373], [-8.618076, 41.151465, 1378247388], [-8.61813, 41.151474, 1378247403], [-8.618238, 41.151501, 1378247418]]"
1378246317620000436,"[[-8.584326, 41.163183, 1378246317], [-8.584362, 41.163147, 1378246332], [-8.585397, 41.162904, 1378246347], [-8.585415, 41.162544, 1378246362], [-8.585253, 41.161014, 1378246377], [-8.583039, 41.160186, 1378246392], [-8.582769, 41.159358, 1378246407], [-8.58231, 41.158737, 1378246422], [-8.581095, 41.159403, 1378246437], [-8.578791, 41.159367, 1378246452], [-8.576793, 41.159934, 1378246467], [-8.576154, 41.160159, 1378246482], [-8.574678, 41.160465, 1378246497], [-8.572275, 41.161725, 1378246512], [-8.571105, 41.161284, 1378246527], [-8.570556, 41.160303, 1378246542], [-8.571861, 41.159412, 1378246557], [-8.572176, 41.15799, 1378246572], [-8.571573, 41.156082, 1378246587], [-8.569233, 41.155569, 1378246602], [-8.567991, 41.154723, 1378246617], [-8.56818, 41.153571, 1378246632], [-8.569467, 41.15331, 1378246647], [-8.568837, 41.152248, 1378246662], [-8.568702, 41.151618, 1378246677], [-8.569053, 41.151672, 1378246692], [-8.569044, 41.151672, 1378246707]]"
1378246061620000324,"[[-8.629488, 41.155461, 1378246061], [-8.629479, 41.155452, 1378246076], [-8.628903, 41.15511, 1378246091], [-8.628426, 41.155578, 1378246106], [-8.628615, 41.155866, 1378246121], [-8.628714, 41.156379, 1378246136], [-8.629632, 41.156379, 1378246151], [-8.630811, 41.15475, 1378246166], [-8.632422, 41.153238, 1378246181], [-8.632521, 41.152833, 1378246196], [-8.634069, 41.152563, 1378246211], [-8.635482, 41.152473, 1378246226], [-8.636931, 41.152743, 1378246241], [-8.6373, 41.152869, 1378246256], [-8.637651, 41.152932, 1378246271], [-8.638686, 41.153184, 1378246286], [-8.638038, 41.154588, 1378246301], [-8.63685, 41.156901, 1378246316], [-8.635995, 41.158629, 1378246331], [-8.635968, 41.159124, 1378246346], [-8.638497, 41.159529, 1378246361], [-8.641494, 41.16006, 1378246376], [-8.643834, 41.16051, 1378246391], [-8.643645, 41.16096, 1378246406], [-8.6436, 41.162049, 1378246421], [-8.644797, 41.1624, 1378246436], [-8.644968, 41.162463, 1378246451], [-8.644968, 41.162454, 1378246466]]"
1378247338620000672,"[[-8.613999, 41.141214, 1378247338], [-8.613963, 41.141205, 1378247353], [-8.614701, 41.141196, 1378247368], [-8.615124, 41.141097, 1378247383], [-8.615106, 41.140989, 1378247398], [-8.614017, 41.141304, 1378247413], [-8.610426, 41.141142, 1378247428], [-8.609976, 41.140863, 1378247443], [-8.608221, 41.141115, 1378247458], [-8.605647, 41.141709, 1378247473], [-8.603073, 41.141844, 1378247488], [-8.600337, 41.141979, 1378247503], [-8.597943, 41.141178, 1378247518], [-8.595315, 41.139999, 1378247533], [-8.592372, 41.14008, 1378247548], [-8.589456, 41.140611, 1378247563], [-8.587404, 41.142294, 1378247578], [-8.585226, 41.143617, 1378247593], [-8.582301, 41.143761, 1378247608], [-8.579412, 41.144058, 1378247623], [-8.577612, 41.144544, 1378247638], [-8.576082, 41.143986, 1378247653], [-8.575713, 41.143509, 1378247668], [-8.57547, 41.143014, 1378247683], [-8.574777, 41.142753, 1378247698], [-8.574732, 41.142735, 1378247713], [-8.574714, 41.142744, 1378247728], [-8.574696, 41.142744, 1378247743], [-8.574687, 41.142744, 1378247758], [-8.574696, 41.142744, 1378247773]]"
1378246448620000483,"[[-8.613414, 41.147343, 1378246448], [-8.613351, 41.147541, 1378246463], [-8.61336, 41.147658, 1378246478], [-8.613099, 41.148162, 1378246493], [-8.613459, 41.148324, 1378246508], [-8.614197, 41.148162, 1378246523], [-8.614872, 41.147271, 1378246538], [-8.616186, 41.147235, 1378246553], [-8.617743, 41.147271, 1378246568], [-8.6184, 41.148432, 1378246583], [-8.619624, 41.148612, 1378246598], [-8.619984, 41.148531, 1378246613], [-8.620614, 41.148801, 1378246628], [-8.620785, 41.149287, 1378246643], [-8.620794, 41.149953, 1378246658]]"
1378247662620000105,"[[-8.618499, 41.169573, 1378247662], [-8.61849, 41.169582, 1378247677], [-8.618436, 41.169555, 1378247692], [-8.617401, 41.170077, 1378247707], [-8.615637, 41.170716, 1378247722], [-8.614278, 41.171274, 1378247737], [-8.612946, 41.171607, 1378247752], [-8.612928, 41.171805, 1378247767], [-8.61291, 41.171868, 1378247782], [-8.612919, 41.171886, 1378247797], [-8.612946, 41.171895, 1378247812], [-8.612955, 41.171823, 1378247827], [-8.612784, 41.171859, 1378247842], [-8.612694, 41.170752, 1378247857], [-8.611947, 41.168043, 1378247872], [-8.611137, 41.165784, 1378247887], [-8.610894, 41.164479, 1378247902], [-8.610975, 41.163444, 1378247917], [-8.611083, 41.163165, 1378247932], [-8.611128, 41.163102, 1378247947], [-8.611137, 41.162841, 1378247962], [-8.611317, 41.162013, 1378247977], [-8.611308, 41.161959, 1378247992], [-8.611308, 41.161932, 1378248007], [-8.610048, 41.161689, 1378248022], [-8.60976, 41.161509, 1378248037], [-8.609643, 41.161464, 1378248052], [-8.609922, 41.159664, 1378248067], [-8.609994, 41.157351, 1378248082], [-8.609967, 41.157306, 1378248097], [-8.610003, 41.15727, 1378248112], [-8.609985, 41.156838, 1378248127], [-8.610012, 41.155038, 1378248142], [-8.610111, 41.153328, 1378248157], [-8.610597, 41.151195, 1378248172], [-8.611425, 41.14935, 1378248187], [-8.611308, 41.14746, 1378248202], [-8.611137, 41.145966, 1378248217], [-8.610867, 41.145462, 1378248232], [-8.610534, 41.143851, 1378248247], [-8.609094, 41.143194, 1378248262], [-8.606277, 41.142348, 1378248277], [-8.605008, 41.143986, 1378248292], [-8.606043, 41.144373, 1378248307], [-8.60607, 41.1444, 1378248322], [-8.606097, 41.144346, 1378248337]]"
1378246725620000140,"[[-8.566317, 41.153553, 1378246725], [-8.566254, 41.153598, 1378246740], [-8.566344, 41.153544, 1378246755], [-8.566569, 41.153085, 1378246770], [-8.567622, 41.152581, 1378246785], [-8.568747, 41.152194, 1378246800], [-8.568693, 41.151618, 1378246815], [-8.570682, 41.151915, 1378246830], [-8.572554, 41.151915, 1378246845], [-8.574102, 41.151771, 1378246860], [-8.574687, 41.15196, 1378246875], [-8.57592, 41.15061, 1378246890], [-8.577999, 41.149683, 1378246905], [-8.579061, 41.148234, 1378246920], [-8.579736, 41.146686, 1378246935], [-8.579709, 41.14647, 1378246950], [-8.579475, 41.148081, 1378246965], [-8.578827, 41.150619, 1378246980], [-8.581095, 41.152932, 1378246995], [-8.582922, 41.155623, 1378247010], [-8.582328, 41.158818, 1378247025], [-8.581059, 41.162229, 1378247040], [-8.582463, 41.165496, 1378247055], [-8.585811, 41.166819, 1378247070], [-8.589474, 41.168556, 1378247085], [-8.593551, 41.171211, 1378247100], [-8.59797, 41.171652, 1378247115], [-8.603352, 41.171517, 1378247130], [-8.607942, 41.173317, 1378247145], [-8.613018, 41.174568, 1378247160], [-8.618364, 41.173938, 1378247175], [-8.622882, 41.173515, 1378247190], [-8.622846, 41.174271, 1378247205], [-8.622396, 41.172246, 1378247220], [-8.623377, 41.170509, 1378247235], [-8.622891, 41.169249, 1378247250], [-8.621892, 41.169348, 1378247265], [-8.622315, 41.168025, 1378247280], [-8.623152, 41.167683, 1378247295], [-8.622063, 41.167539, 1378247310], [-8.620227, 41.167485, 1378247325], [-8.620362, 41.166288, 1378247340], [-8.620542, 41.165055, 1378247355], [-8.620425, 41.164533, 1378247370], [-8.618832, 41.164326, 1378247385], [-8.618103, 41.164272, 1378247400]]"
1378247809620000472,"[[-8.610057, 41.153454, 1378247809], [-8.609211, 41.154984, 1378247824], [-8.609184, 41.157, 1378247839], [-8.608338, 41.158782, 1378247854], [-8.606565, 41.163273, 1378247869], [-8.606349, 41.165424, 1378247884], [-8.606439, 41.167953, 1378247899], [-8.60571, 41.17005, 1378247914], [-8.605089, 41.170797, 1378247929], [-8.604486, 41.171472, 1378247944], [-8.605125, 41.172903, 1378247959], [-8.607654, 41.173317, 1378247974], [-8.61084, 41.174478, 1378247989], [-8.614377, 41.174649, 1378248004], [-8.61831, 41.173965, 1378248019], [-8.622333, 41.173506, 1378248034], [-8.626302, 41.17311, 1378248049], [-8.630505, 41.172408, 1378248064], [-8.634357, 41.171625, 1378248079], [-8.637336, 41.170689, 1378248094], [-8.64018, 41.168781, 1378248109], [-8.642871, 41.168151, 1378248124], [-8.645382, 41.16996, 1378248139], [-8.648208, 41.172354, 1378248154], [-8.651466, 41.175018, 1378248169], [-8.654679, 41.177637, 1378248184], [-8.658441, 41.180553, 1378248199], [-8.661582, 41.183037, 1378248214], [-8.664516, 41.18544, 1378248229], [-8.667288, 41.187663, 1378248244], [-8.669754, 41.189139, 1378248259], [-8.668638, 41.188923, 1378248274], [-8.670519, 41.187078, 1378248289], [-8.673768, 41.186304, 1378248304], [-8.676099, 41.183784, 1378248319], [-8.678493, 41.181381, 1378248334], [-8.680374, 41.180769, 1378248349], [-8.680482, 41.180841, 1378248364], [-8.680536, 41.180931, 1378248379], [-8.680518, 41.180895, 1378248394], [-8.680491, 41.180868, 1378248409]]"
1378247242620000020,"[[-8.654742, 41.173578, 1378247242], [-8.654805, 41.17347, 1378247257], [-8.654796, 41.17347, 1378247272], [-8.655003, 41.173209, 1378247287], [-8.655039, 41.173011, 1378247302], [-8.65395, 41.174397, 1378247317], [-8.6526, 41.175567, 1378247332], [-8.651385, 41.176395, 1378247347], [-8.651349, 41.176476, 1378247362], [-8.652546, 41.177556, 1378247377], [-8.650755, 41.178177, 1378247392], [-8.648046, 41.178717, 1378247407], [-8.646498, 41.178294, 1378247422], [-8.646525, 41.177493, 1378247437], [-8.646525, 41.177484, 1378247452]]"
1378248238620000192,"[[-8.615619, 41.14089, 1378248238], [-8.615619, 41.14089, 1378248253], [-8.615511, 41.140881, 1378248268], [-8.614467, 41.141367, 1378248283], [-8.614449, 41.141889, 1378248298], [-8.614386, 41.142249, 1378248313], [-8.613828, 41.142852, 1378248328], [-8.61228, 41.143977, 1378248343], [-8.611425, 41.144697, 1378248358], [-8.611434, 41.144805, 1378248373], [-8.611425, 41.144823, 1378248388], [-8.611281, 41.145012, 1378248403], [-8.61084, 41.145525, 1378248418], [-8.610462, 41.146119, 1378248433], [-8.609553, 41.146677, 1378248448], [-8.608761, 41.147109, 1378248463], [-8.609544, 41.147559, 1378248478], [-8.610624, 41.147847, 1378248493], [-8.610633, 41.147982, 1378248508], [-8.610777, 41.147982, 1378248523], [-8.612316, 41.148045, 1378248538], [-8.612919, 41.148027, 1378248553], [-8.612937, 41.148225, 1378248568], [-8.612937, 41.14827, 1378248583], [-8.612919, 41.14827, 1378248598], [-8.612928, 41.14827, 1378248613]]"
1378246744620000372,"[[-8.661771, 41.147559, 1378246744], [-8.66178, 41.147559, 1378246759], [-8.661717, 41.147559, 1378246774], [-8.660142, 41.147082, 1378246789], [-8.657604, 41.146866, 1378246804], [-8.655435, 41.147937, 1378246819], [-8.654526, 41.148351, 1378246834], [-8.6544, 41.148387, 1378246849], [-8.653212, 41.148315, 1378246864], [-8.651457, 41.148108, 1378246879], [-8.649594, 41.147865, 1378246894], [-8.647803, 41.148342, 1378246909], [-8.645688, 41.14836, 1378246924], [-8.643735, 41.148135, 1378246939], [-8.642529, 41.148027, 1378246954], [-8.640909, 41.148342, 1378246969], [-8.639154, 41.148441, 1378246984], [-8.637363, 41.148369, 1378246999], [-8.635338, 41.148054, 1378247014], [-8.633547, 41.147388, 1378247029], [-8.631927, 41.146542, 1378247044], [-8.630982, 41.146362, 1378247059], [-8.6292, 41.146362, 1378247074], [-8.627625, 41.145408, 1378247089], [-8.625087, 41.145606, 1378247104], [-8.622162, 41.146047, 1378247119], [-8.620515, 41.14629, 1378247134], [-8.620209, 41.146281, 1378247149], [-8.618058, 41.146524, 1378247164], [-8.617752, 41.146533, 1378247179], [-8.617653, 41.146335, 1378247194], [-8.617239, 41.145066, 1378247209], [-8.61597, 41.145408, 1378247224], [-8.615808, 41.145453, 1378247239], [-8.614557, 41.145912, 1378247254], [-8.613468, 41.145903, 1378247269], [-8.612136, 41.146101, 1378247284], [-8.611776, 41.1462, 1378247299], [-8.610381, 41.146317, 1378247314], [-8.609067, 41.146974, 1378247329], [-8.608554, 41.147604, 1378247344], [-8.607888, 41.148648, 1378247359], [-8.607087, 41.150151, 1378247374], [-8.606844, 41.150637, 1378247389], [-8.606844, 41.150916, 1378247404], [-8.606277, 41.151618, 1378247419], [-8.605269, 41.152599, 1378247434], [-8.60463, 41.153445, 1378247449], [-8.604567, 41.153625, 1378247464], [-8.604738, 41.15358, 1378247479], [-8.604747, 41.153463, 1378247494], [-8.604864, 41.153589, 1378247509], [-8.604765, 41.153706, 1378247524]]"
